created_at,id,text,user,source,hashtags
Wed Feb 28 11:01:50 +0000 2018,968803424778293248,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",PatrickMetzger7,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 11:00:58 +0000 2018,968803205890101248,"Visa CEO: We won't process transactions in bitcoin, because it's not a payment system #compassion… https://t.co/ac09qT8IZO",Teenascallan,"<a href=""https://commun.it"" rel=""nofollow"">Commun.it Intelligence</a>",['compassion']
Wed Feb 28 10:57:31 +0000 2018,968802336897470464,"I want to love everyone because we are all so broken and so hidden, aren't we? -@sarahmae 
#love #pain #compassion 💔❤️",YaKimaDavis,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['love', 'pain', 'compassion']"
Wed Feb 28 10:54:07 +0000 2018,968801481418854400,"RT @DrDeniseMD: “We make a living by what we get, but we make a life by what we give.” Winston Churchill #service #love #compassion #Giving…",genuine4u2see,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","['service', 'love', 'compassion', 'Giving']"
Wed Feb 28 10:53:35 +0000 2018,968801346236317696,#Retirement huge transition for many #counselling helps to work the changes through 🌿 #anniefordmiddevoncounsellor… https://t.co/vX3aCnOmK9,DevonWellbeing,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['Retirement', 'counselling', 'anniefordmiddevoncounsellor']"
Wed Feb 28 10:51:28 +0000 2018,968800816961335296,Maya Angelou's quote is so inspiring - a great reminder that we're here to thrive #whatsyourpassion #ShareYourStory… https://t.co/jWaQWy6TdG,SaltandChilliPR,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","['whatsyourpassion', 'ShareYourStory']"
Wed Feb 28 10:50:41 +0000 2018,968800619548041216,"This also applies to ‘health’ - where people are given labels, failing to see the bigger picture.
Society needs to… https://t.co/8UPr59KKwW",YsbrydArtist,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",[]
Wed Feb 28 10:46:29 +0000 2018,968799562860253185,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",BiGTaVoZ,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:42:21 +0000 2018,968798522354143233,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",fonseca3010,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:41:25 +0000 2018,968798286550388737,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",Tee001Tee,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:37:51 +0000 2018,968797386746327041,RT @sanjayjagatia: #love #compassion #truth #ego #kindness #selfish #selfless #beautiful #life #caring #hurt #satisfying #smile #success #J…,HarmonyFuneralC,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['love', 'compassion', 'truth', 'ego', 'kindness', 'selfish', 'selfless', 'beautiful', 'life', 'caring', 'hurt', 'satisfying', 'smile', 'success']"
Wed Feb 28 10:37:42 +0000 2018,968797349127405569,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",sgaparwezi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:36:27 +0000 2018,968797038111584258,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",danythomas15,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:34:57 +0000 2018,968796656819871744,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",ChrisKirouac,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:33:29 +0000 2018,968796290631966722,#positive pledge for a #PositiveMentalAttitude #love #compassion #strength #perseverance https://t.co/8DXVebAOIe,LainaMusic,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","['positive', 'PositiveMentalAttitude', 'love', 'compassion', 'strength', 'perseverance']"
Wed Feb 28 10:33:11 +0000 2018,968796216254517248,"RT @MinaANDMaya: Elderly man lovingly gets senior #dog ready for rainy journey. 🐕💞 If #COMPASSION was the driver behind all our actions, wo…",MinaANDMaya,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['dog', 'COMPASSION']"
Wed Feb 28 10:31:03 +0000 2018,968795676044873729,Let's end #Februdairy by thanking them for extending the success of #Veganuary and helping people #Switch4Good from… https://t.co/NsWiQ869IU,VeganRoo,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['Februdairy', 'Veganuary', 'Switch4Good']"
Wed Feb 28 10:24:23 +0000 2018,968793999715766272,"What Happens When You Stop Eating Animals – Stage Four: Evan https://t.co/U7RVptk8M4 #compassion, #vegan, #animals https://t.co/SETYGx0IT6",JoyfulVegan,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","['compassion', 'vegan', 'animals']"
Wed Feb 28 10:23:00 +0000 2018,968793650040922112,"God, I want to obey Your word, which tells me to be compassionate and good to those who have hurt me. I know that w… https://t.co/VuMZBbyegq",Michellejprince,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[]
Wed Feb 28 10:18:52 +0000 2018,968792609526251520,When the #children get fed up with the #snow get them to clear elderly neighbours pathways..it's a great lesson in… https://t.co/7Icv6ApAZE,MindfulnessUK1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['children', 'snow']"
Wed Feb 28 10:17:30 +0000 2018,968792266507800576,"RT @prototype2222: Le cri d'amour de la maman de #Maëlys 
💔 #Compassion  https://t.co/XDEqq2yp3Y",Duglinlaurent,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","['Maëlys', 'Compassion']"
Wed Feb 28 10:16:34 +0000 2018,968792031454744576,RT @sanjayjagatia: #love #compassion #truth #ego #kindness #selfish #selfless #beautiful #life #caring #hurt #satisfying #smile #success #J…,hinducounciluk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","['love', 'compassion', 'truth', 'ego', 'kindness', 'selfish', 'selfless', 'beautiful', 'life', 'caring', 'hurt', 'satisfying', 'smile', 'success']"
Wed Feb 28 10:16:00 +0000 2018,968791889922154501,"Introducing D.T. Suzuki: #ZenBuddhism to the #West https://t.co/iPyOdM5Tr9 

#TsemRinpoche
#DorjeShugden
#Buddha… https://t.co/MKINtqthAZ",paulpaulyap,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","['ZenBuddhism', 'West', 'TsemRinpoche', 'DorjeShugden', 'Buddha']"
